val,date,n,SMA30,SMA60,SMA90,SMA180,EMA,EMA0.3
181.24170418805687,2018-01-09,23,239.63324418240921,239.63324418240921,239.63324418240921,239.63324418240921,206.4066492288717,213.21923855960753
347.77315414703327,2018-01-10,24,244.13907376426855,244.13907376426855,244.13907376426855,244.13907376426855,220.54329972068786,253.58541323583523
347.23725086782974,2018-01-11,25,248.263000848411,248.263000848411,248.263000848411,248.263000848411,233.21269483540203,281.6809645254336
204.62744927106263,2018-01-12,26,246.58471040312835,246.58471040312835,246.58471040312835,246.58471040312835,230.3541702789681,258.5649099491223
306.53011846781294,2018-01-13,27,248.80491070182038,248.80491070182038,248.80491070182038,248.80491070182038,237.9717650978526,272.95447250472944
274.2998966575146,2018-01-14,28,249.71544591452374,249.71544591452374,249.71544591452374,249.71544591452374,241.6045782538188,273.358099750565
215.8549804693206,2018-01-15,29,248.54784365779258,248.54784365779258,248.54784365779258,248.54784365779258,239.02961847536898,256.10716396619165
717.8900678298286,2018-01-16,30,264.1925844635271,264.1925844635271,264.1925844635271,264.1925844635271,286.91566341081494,394.6420351252827
677.6189679409146,2018-01-17,31,283.9254681018016,277.52891941441055,277.52891941441055,277.52891941441055,325.9859938638249,479.53511496997226
282.8541531685077,2018-01-18,32,287.4221588624549,277.6953329692261,277.6953329692261,277.6953329692261,321.6728097942932,420.53082642953285
243.1232744150103,2018-01-19,33,285.8929832838246,276.6476948312196,276.6476948312196,276.6476948312196,313.8178562563649,367.3085608251761
222.1037802289216,2018-01-20,34,290.1519511911752,275.04346204879903,275.04346204879903,275.04346204879903,304.64644865362055,323.7471266462997
371.4574048301077,2018-01-21,35,259.5495135385781,277.798146128265,277.798146128265,277.798146128265,311.3275442712693,338.06021010144207
364.67569189343243,2018-01-22,36,262.5778906241114,280.2114112884085,280.2114112884085,280.2114112884085,316.6623590334856,346.04485463903916
215.3516270308513,2018-01-23,37,262.0712660033418,278.4584441463124,278.4584441463124,278.4584441463124,306.53128583322217,306.8368863565828
211.89285651091248,2018-01-24,38,261.9754960693712,276.70671815590714,276.70671815590714,276.70671815590714,297.06744290099124,278.35367740288166
234.1100291360418,2018-01-25,39,266.54902330231903,275.61449536052595,275.61449536052595,275.61449536052595,290.77170152449634,265.0805829228297
197.51750863260722,2018-01-26,40,269.0950372832937,273.66207069232803,273.66207069232803,273.66207069232803,281.4462822353074,244.81166063576296
179.5950873818783,2018-01-27,41,267.27549709973545,271.3677540262195,271.3677540262195,271.3677540262195,271.2611627499645,225.24668865959757
302.7664653706941,2018-01-28,42,272.5665278489052,272.1153423915641,272.1153423915641,272.1153423915641,274.4116930120375,248.50262167292652
179.89800183544415,2018-01-29,43,269.5412623177107,269.9707530763055,269.9707530763055,269.9707530763055,264.9603238943782,227.9212357216818
302.12629787301694,2018-01-30,44,276.54818913330394,270.70156091259446,270.70156091259446,270.70156091259446,268.67692129224207,250.18275436708234
266.7348110600331,2018-01-31,45,279.68799835304867,270.6134109158708,270.6134109158708,270.6134109158708,268.4827102690212,255.14837137496755
296.8180785553239,2018-02-01,46,279.35473503076895,271.18307760368504,271.18307760368504,271.18307760368504,271.31624709765146,267.64928352907447
569.8411765642757,2018-02-02,47,290.43685612628747,277.5375052411444,277.5375052411444,277.5375052411444,301.1687400443139,358.3068514396348
286.958796673574,2018-02-03,48,293.44434164638386,277.7337821459867,277.7337821459867,277.7337821459867,299.7477457072399,336.9024350098165
335.5066119227137,2018-02-04,49,298.89523076070515,278.9128194883689,278.9128194883689,278.9128194883689,303.3236323287873,336.48368808368565
628.7232276963712,2018-02-05,50,317.4333640311515,285.90902765252895,285.90902765252895,285.90902765252895,335.8635918655457,424.1555499674913
649.7734542758643,2018-02-06,51,331.51120522446024,293.0436242529865,293.0436242529865,293.0436242529865,367.2545781065776,491.84092126000314
407.1207294709766,2018-02-07,52,334.0674218121976,295.23741473794786,295.23741473794786,295.23741473794786,371.2411932430175,466.4248637232952
328.8954494909739,2018-02-08,53,338.98921332229486,295.8724719974389,295.8724719974389,295.8724719974389,367.0066188678132,425.1660394535987
287.06715171899015,2018-02-09,54,336.96567990802674,295.7094105108009,295.7094105108009,295.7094105108009,359.0126721529309,383.73637313321615
360.09463160927214,2018-02-10,55,337.39425926607487,296.8800508944095,296.8800508944095,296.8800508944095,359.12086809856504,376.6438506760329
292.8839945938515,2018-02-11,56,340.3361441101678,296.8086927461853,296.8086927461853,296.8086927461853,352.49718074809374,351.5158938513785
233.82167809950153,2018-02-12,57,337.9125294312241,295.70365740150663,295.70365740150663,295.70365740150663,340.6296304832345,316.2076291258154
227.58215897094067,2018-02-13,58,336.35527150833826,294.52914880787614,294.52914880787614,294.52914880787614,329.32488333200513,289.619988079353
275.5252440707272,2018-02-14,59,338.3442802950518,294.2070487275855,294.2070487275855,294.2070487275855,323.94491940587733,285.39156487676524
177.81986827293318,2018-02-15,60,320.34194030982195,292.26726238667464,292.26726238667464,292.26726238667464,309.33241429258294,253.12005589561562
177.50090508957234,2018-02-16,61,303.67133821477717,293.79840315828943,290.3858466932795,290.3858466932795,296.1492633722819,230.4343106538026
203.52367583869503,2018-02-17,62,301.0269889704501,294.22457391645264,288.9848439375604,288.9848439375604,286.88670461892326,222.36112020927033
306.8317967088649,2018-02-18,63,303.15060638024516,294.5217948320351,289.26812890218434,289.26812890218434,288.8812138279174,247.70232315914868
168.3722981526495,2018-02-19,64,301.35955697770277,295.75575408443916,287.3791315467228,287.3791315467228,276.83032226039063,223.9033156571989
206.6011962787681,2018-02-20,65,295.8643500259915,277.706931782285,286.13639408106195,286.13639408106195,269.8074096622284,218.71267984366966
211.1360612949374,2018-02-21,66,290.746362339375,276.6621264817433,285.0000254024843,285.0000254024843,263.9402748254993,216.43969427904997
188.8104429979769,2018-02-22,67,289.86165620494586,275.9664611041439,283.5643599934618,283.5643599934618,256.42729164274704,208.15091889472805
203.01939069690255,2018-02-23,68,289.5658740111456,275.77068504025846,282.3798751508653,282.3798751508653,251.0865015481626,206.6114604353804
153.90738455991175,2018-02-24,69,286.89245252527456,276.7207379137969,280.51795499737324,280.51795499737324,241.36858984933752,190.8002376727398
61.09366141735665,2018-02-25,70,282.3449909514329,275.72001411736335,277.3833222319444,277.3833222319444,223.34109700613945,151.88826479612484
76.96758857923696,2018-02-26,71,278.9240743246782,273.0997857122069,274.5605654199345,274.5605654199345,208.7037461634492,129.41206193105847
118.86133131382877,2018-02-27,72,272.79390318944934,272.6802155191774,272.3980760573497,272.3980760573497,199.71950467848717,126.24684274588955
259.3273402567884,2018-02-28,73,275.44154780349413,272.4914050606025,272.21902488199953,272.21902488199953,205.68028823631732,166.17099199915918
185.87275858905548,2018-03-01,74,271.5664298273621,274.05730948033306,271.05218344560836,271.05218344560836,203.69953527159115,172.08152197612804
135.87421708675805,2018-03-02,75,267.2044100282529,273.44620419065086,269.24981056082373,269.24981056082373,196.91700345310784,161.21933050931705
97.71084059879821,2018-03-03,76,260.5675020963687,269.9611185635689,266.9927188507971,266.9927188507971,186.9963871676769,142.1667835361614
178.7837062531797,2018-03-04,77,247.5322530859988,268.9845546061432,265.8471472586202,265.8471472586202,186.1751190762272,153.1518603512669
91.49735711129593,2018-03-05,78,241.0168717672562,267.2306067068201,263.61189353878274,263.61189353878274,176.70734287973406,134.6555093792756
354.0897478218096,2018-03-06,79,241.63630963055937,270.26577019563234,264.7571828335046,264.7571828335046,194.44558337394162,200.4857809120358
568.641523574513,2018-03-07,80,239.63358615983077,278.53347509549116,268.5557370927672,268.5557370927672,231.86517739399875,310.932503710779
558.1620523114759,2018-03-08,81,236.5798727610178,284.04553899273907,272.13112370040557,272.13112370040557,264.49486488574644,385.10136829098803
805.6488600817149,2018-03-09,82,249.86414378137576,291.9657827967867,278.6374375587142,278.6374375587142,318.6102644053433,511.2656158282061
427.055489977298,2018-03-10,83,253.13614513091989,296.0626792266074,280.4256068649622,280.4256068649622,329.4547869625388,486.0025780729336
429.0703768176773,2018-03-11,84,257.8695859675428,297.4176329377848,282.1951874596374,282.1951874596374,339.41634594805265,468.9229176963567
415.3048454082126,2018-03-12,85,259.70992642750747,298.55209284679114,283.76118343550297,283.76118343550297,347.00519589406866,452.8374960099135
317.75794804077594,2018-03-13,86,260.5390582090716,300.4376011596197,284.1564946518434,284.1564946518434,344.0804711087394,412.3136316191722
497.552142020461,2018-03-14,87,269.3300736731036,303.6213015521638,286.609318184816,286.609318184816,359.42763819991154,437.8851847395588
323.93187709162106,2018-03-15,88,272.5417309437929,304.4485012260656,287.03343817239335,287.03343817239335,355.8780620890825,403.69919244517746
312.93982373386973,2018-03-16,89,273.788883599231,306.0665819471414,287.3245211562301,287.3245211562301,351.58423825356124,376.47138183178515
192.62523124241542,2018-03-17,90,274.28239569821375,297.31216800401785,286.2723068238544,286.2723068238544,335.6883375524467,321.3175366549742
1499.2865256831146,2018-03-18,91,318.34191638466524,311.0066272997212,301.97957423374805,299.6021334047254,452.0481563655135,674.7082333634163
520.3947713188696,2018-03-19,92,328.9042862340044,314.9656376022272,305.78447802230323,302.002053382053,458.88281786084906,628.4141947500523
426.1024202190018,2018-03-20,93,332.8799736843423,318.0152900322937,307.3078544494708,303.3364659286869,455.6047780966643,567.7206623907371
342.95946570766256,2018-03-21,94,338.6995459361761,320.02955145693943,310.07035136835145,303.7579872029313,444.34024685776416,500.2923033858147
285.45086026914714,2018-03-22,95,341.3278680691887,318.59610904759006,298.9139105445862,303.5652806036283,428.45130819890244,435.8398704508144
228.41496304861076,2018-03-23,96,341.9038314609778,316.32509690017633,298.4093614748215,302.78246479576353,408.4476736838733,373.61239823015325
158.8562530924836,2018-03-24,97,340.90535846412797,315.3835073345369,297.61276022413864,301.2986894173792,383.4885316247344,309.18555468885233
98.01619081868785,2018-03-25,98,337.40525180152076,313.48556290633314,296.31554062734597,299.22437820718847,354.9412975441298,245.83474552780297
335.804712985849,2018-03-26,99,343.46849608238534,315.18047430382995,298.96999063665976,299.59387653828605,353.02763908830167,272.82573576521673
368.35267105557085,2018-03-27,100,353.71046307032583,318.0277270108793,301.7168304350176,300.28146448345893,354.5601422850286,301.48381635232295
264.7796666060201,2018-03-28,101,359.9708656712186,319.44746999794836,302.0568123652109,299.9299615341773,345.58209471712775,290.47257142843205
580.337852522949,2018-03-29,102,375.3534163781893,324.0736597838193,306.90461580551477,302.6790585046555,369.05767049770986,377.4321557567871
677.8275327830954,2018-03-30,103,389.3034227957329,332.3724852996135,311.42874430564603,306.3212767015336,399.9346567262484,467.5507688646796
415.2102557512752,2018-03-31,104,396.9480060344735,334.2572179309178,315.02087499837995,307.3682861154734,401.4622166287511,451.8486149306583
294.83491045951365,2018-04-01,105,402.24669581356545,334.72555292090914,316.3797013982891,307.24892063303565,390.79948601182736,404.7445035893149
189.01873524660903,2018-04-02,106,405.2902923018258,332.92889719909726,315.07084314298794,306.1335415256165,370.62141093530556,340.0267730865031
69.54255423983112,2018-04-03,107,401.6489205680475,324.5905868270232,313.20600992677805,303.92241080331945,340.5135252657581,258.8815074325015
327.7928202303537,2018-04-04,108,409.5254360053495,325.27115388630284,314.6622164729966,304.14343311282903,339.2414547622177,279.55490127185715
326.640786697282,2018-04-05,109,408.6104706345319,325.12339013254564,316.3806703419322,304.34983085213594,337.98138795572413,293.6806668994846
217.76000335499498,2018-04-06,110,396.91441996054795,318.27400306018933,317.9937900505101,303.5626506021619,325.9592494956512,270.9044678361377
145.4282125190616,2018-04-07,111,383.1566253008008,309.86824903090934,317.082567762093,302.1380160248367,307.9061457979922,233.26159124101488
161.62077670127425,2018-04-08,112,361.6890225214528,305.7765831514143,315.20686270500875,300.8833978165906,293.2776088883204,211.7693468790927
478.44727441335704,2018-04-09,113,363.4020820026547,308.2691135667873,318.50914681862315,302.454759556385,311.7945754408241,291.77272513937197
305.9961648772828,2018-04-10,114,359.2996082713082,308.58459711942555,318.0449580489593,302.48582451534025,311.2147343844699,296.0397570607452
296.8708527957589,2018-04-11,115,355.3518085175598,307.5308674725337,317.48533140371404,302.43699867430036,309.78034622559886,296.2890857812493
813.7400868405147,2018-04-12,116,371.88454647755105,316.2118023433114,324.25324959893015,306.8447839171126,360.17632028709045,451.5243860990289
998.2101666002854,2018-04-13,117,388.5731472968785,328.9516104849911,331.9385834670687,312.7538897520115,423.97970491840994,615.5301202494059
532.077646082549,2018-04-14,118,395.51133959657614,334.0265352701845,334.80278068290244,314.61256565311777,434.78949903482385,590.4943779993488
381.24966466469516,2018-04-15,119,397.7883342942703,335.7886089467507,336.6404993961844,315.1725412750638,429.435515597811,527.7209639989527
383.98514963719646,2018-04-16,120,404.166998240763,339.2246969694883,332.9304447495996,315.7459796780816,424.89047900174955,484.6002196904258
229.07339539689653,2018-04-17,121,361.82656056455573,340.0842384746104,327.94660505466607,315.02967732865034,405.30877064126423,407.94217240236696
265.60785747556093,2018-04-18,122,353.3336634364454,341.1189748352248,327.75497954696664,314.62458044460857,391.33867932469394,365.24187792432514
509.1193946984784,2018-04-19,123,356.1008959190947,344.4904348017183,330.7104919945607,316.2058390970791,403.11675086207237,408.4051329565711
657.474314053271,2018-04-20,124,366.58472419728156,352.6421350667287,335.5479423703868,318.95800421769354,428.55250718119225,483.12588728558103
636.5475539750298,2018-04-21,125,378.287947320811,359.80790769499976,338.49338847199704,321.4987206157523,449.352011860576,529.1523872924156
617.8609929404606,2018-04-22,126,391.2694816505393,366.58665655575845,341.3065584836307,323.8508021421389,466.2029099685644,555.764968986829
385.7178526973129,2018-04-23,127,398.8315349707003,369.8684467174141,343.1995165465913,324.3379442724946,458.15440424143924,504.7508340999741
751.6479568179936,2018-04-24,128,420.6192605040105,379.0122561527656,349.19679543889225,327.6763037455063,487.5037594990947,578.8199709153799
1770.9708223629075,2018-04-25,129,468.4581308165791,405.96331344948214,366.2730264747463,338.86463334719156,615.850465785476,936.4652263496382
767.139029616148,2018-04-26,130,481.751009435265,417.73073625279534,372.60215448567453,342.1590517800297,630.9793221685433,885.6673673295911
575.9001287018843,2018-04-27,131,492.12169150512716,426.04627858817275,377.00554383367455,343.9433348099675,625.4714028218773,792.737195741279
492.27474692626754,2018-04-28,132,489.1862546519044,432.26983551504674,379.11119140651425,345.0670576290304,612.1517372323163,702.5984610967755
574.5902070552321,2018-04-29,133,485.7450104609756,437.52421662835417,383.49666035340084,346.79279559464095,608.395584214608,664.1959848843125
384.10097608275066,2018-04-30,134,484.70803447202485,440.82802025324906,384.4074901112868,347.07121485201486,585.9661234014222,580.1674822438439
610.9036891861498,2018-05-01,135,495.24366042957934,448.7451781215723,388.23158875713244,349.02552947671217,588.459879979895,589.3883443265356
324.639499699806,2018-05-02,136,499.76435257801927,452.52732243992244,388.5407156587378,348.8462204342349,562.0778419518862,509.9636909385167
1204.7299385977028,2018-05-03,137,537.6039320566149,469.62642631233115,395.595035236887,355.09354684418724,626.3430516164678,718.3935652362725
698.6973053785372,2018-05-04,138,549.9674148948877,479.74642545011847,400.1699075558311,357.5834291524072,633.5784769926747,712.4846872789518
590.5822053524256,2018-05-05,139,558.7654621833925,483.68796640896204,403.0040808161612,359.2596793408965,629.2788498286498,675.9139427009939
647.5858287900072,2018-05-06,140,573.092989697893,485.00370482922034,403.21366527275717,361.31915183696157,631.1095477247856,667.4155085276977
733.5785878384951,2018-05-07,141,592.6980022085409,487.92731375467065,404.14483342345306,363.95928968094404,641.3564517361565,687.264432320937
528.8043462769707,2018-05-08,142,604.9374545277308,483.3132385245916,405.49687361018636,365.1201703611978,630.1012411902379,639.726406507747
451.81870258943235,2018-05-09,143,604.0498354669332,483.72595873479383,406.86268753350254,365.72645380335325,612.2729873301574,583.3540953322525
444.90721205101926,2018-05-10,144,608.6802037060578,483.9899059886829,408.61646598163617,366.2763201800731,595.5364098022437,541.8200303478825
647.035966540336,2018-05-11,145,620.3523741642105,487.85209134088495,411.8047030364258,368.21259360324734,600.686365476053,573.3848112056185
674.5626941901097,2018-05-12,146,615.7131277425303,493.79883711004055,416.04557747638415,370.3108819634313,608.0739983474587,603.7381761009658
547.439761600422,2018-05-13,147,600.6874475758682,494.6302974363732,419.53022284861663,371.5158403283088,602.010574672755,586.8486517508027
703.0593722699126,2018-05-14,148,606.3868384487803,500.94908902267804,424.813302996383,373.75599932791425,612.1154544324706,621.7118679065356
375.4193035807551,2018-05-15,149,606.1924930793157,501.9904136867928,425.9232369909389,373.7671624437051,588.4458393472992,547.8240986088015
569.1157850060495,2018-05-16,150,612.3635142582774,508.26525624952006,430.2709693990846,375.06948659412075,586.5128339131742,554.2116045279759
303.3932977814914,2018-05-17,151,614.840844337764,488.33370245115964,431.6697737623281,374.59480984701725,558.2008803000059,478.9661125040305
414.9591958096349,2018-05-18,152,619.8192222822331,486.5764428593391,434.01905731756074,374.86036501782394,543.8767118509688,459.7640374957118
219.46542627131984,2018-05-19,153,610.1640900013278,483.1324929602111,433.04831986825474,373.84471182340235,511.43558329300396,387.67445412839425
236.4039452011181,2018-05-20,154,596.1284110395894,481.3565676184353,433.80422705768217,372.9522393128681,483.93241948381535,342.29330145021135
110.6272282386499,2018-05-21,155,578.5977335150434,478.442840417927,432.7378496350142,371.25981988658276,446.60190035929884,272.7934794867429
311.8116042766332,2018-05-22,156,568.3960872262492,479.83278443839407,433.85646677925524,370.8787415813908,433.1228707510323,284.49891692371
440.3824705968549,2018-05-23,157,570.218241156234,484.52488806346696,436.6517115303539,371.3214404923173,433.84883073561457,331.2639830256535
412.8674465042645,2018-05-24,158,558.9255574791097,489.77240899155987,438.9833565948802,371.5843898974562,431.75069231247954,355.74502206923677
532.48147914753,2018-05-25,159,517.6425793719304,493.05035509425454,443.1897354236315,372.5963212763875,441.8237709959846,408.7659591927247
222.25293715681082,2018-05-26,160,499.4797096232858,490.6153595292752,444.9803940429587,371.65667512564016,419.8666876120672,352.8120525819505
264.1184363487922,2018-05-27,161,489.0869865448494,490.60433902498806,447.0598479070649,370.9887357543554,404.2918624857397,326.203967712003
439.33414423713583,2018-05-28,162,487.3222997885451,488.2542772202245,450.62065693954617,371.4106209919034,407.7960906608794,360.1430206695428
177.6988257116848,2018-05-29,163,474.09258707709347,479.91879876903437,449.71367344460054,370.22220506993887,384.7863641659599,305.4097621821854
236.9759943872248,2018-05-30,164,469.18842102057596,476.9482277463002,450.2814871756914,369.4097281755321,370.0053271880864,284.8796318436972
220.65910144778886,2018-05-31,165,456.18026809596387,475.7119642627714,451.2235414463695,368.508209225667,355.0707046140567,265.6134727249247
124.09191430264589,2018-06-01,166,449.4953485827252,474.6298505803721,451.5166644875234,367.0358219068536,331.9728255829156,223.15700519824105
212.1396065053684,2018-06-02,167,416.4090041796474,477.006468118131,451.8872856014367,366.10829965894055,319.9895036751609,219.85178559037925
627.4639173981192,2018-06-03,168,414.03455791363353,482.00098640426046,457.84246960462366,367.663987859769,350.73694504745674,342.13542513270124
571.6650380474593,2018-06-04,169,413.40398567013466,486.08472392676344,460.2599728293531,368.8710946656133,372.829754347457,410.99430900712866
708.7241867420557,2018-06-05,170,415.441930935203,494.26746031654784,461.81644686454797,370.87023050135707,406.4191975869169,500.3132723276068
631.8734024617954,2018-06-06,171,412.05175808931295,502.3748801489267,462.6354618662182,372.396564840307,428.9646180744047,539.7813113678634
527.2658847325572,2018-06-07,172,412.00047603783247,508.4689652827814,459.54231769567195,373.29696786293636,438.79474474022,536.0266833772715
390.48678183475585,2018-06-08,173,409.95607867934325,507.00295707313813,459.1359987163104,373.3963309494787,433.9639484496736,492.3647129145168
422.49480063425545,2018-06-09,174,409.2089982987844,508.944601002421,459.0629367587168,373.6785060626096,432.8170336681318,471.4037392304384
1216.3699357296734,2018-06-10,175,428.1867972717624,524.2695857179862,467.9636599845108,378.4938856607071,511.17232387428595,694.8935981802089
1284.1930670696222,2018-06-11,176,448.5078097010794,532.1104687218046,478.7018279737203,383.6399037368941,588.4743981938195,871.6834388470328
676.0395899382305,2018-06-12,177,452.794470645673,526.7409591107704,480.6850218394732,385.2918793651502,597.2309173682606,812.9902841743921
999.5936940682376,2018-06-13,178,462.6789480389505,534.5328932438653,488.1923753614356,388.743013155617,637.4671950382583,868.9713071425457
1140.4111217389436,2018-06-14,179,488.1786753108901,547.1855841951026,497.38650089482536,392.9422763320602,687.7615877083268,950.403251521465
752.990143538366,2018-06-15,180,494.30782059530065,553.3356674267887,503.61277769811363,394.9425422609841,694.2844432913307,891.1793191265353
690.1198553982433,2018-06-16,181,507.1987058491924,561.019775093478,494.6220369171707,398.30080557545944,693.867984502022,830.8614800080477
426.5032201206198,2018-06-17,182,507.5835066595585,563.7013644708956,493.5787974594124,399.68163774085787,667.1315080638818,709.5540020418193
416.27001300379277,2018-06-18,183,514.1436595506409,562.1538747759841,493.4695484903545,400.38870146991275,642.045358557873,621.5688053304114
458.0188263484216,2018-06-19,184,521.530822255551,558.82961664757,494.7479858308074,402.4091685995794,623.6427053369279,572.5038116358144
373.07477988493366,2018-06-20,185,530.2790739770938,554.4384037460683,495.7215849376495,397.3177477411178,598.5859127917284,512.6751021105501
333.7856368410947,2018-06-21,186,531.0115417292425,549.7038144777455,496.89237020201034,397.650865838416,572.1058851966651,459.0082625297135
967.7841493612375,2018-06-22,187,548.5915976880552,559.4049194221442,505.8804579383298,401.7466090812343,611.6737116131224,611.6410285791706
868.4888907734429,2018-06-23,188,563.7789791636945,561.3522683214017,514.4412657156049,405.3784031714755,637.3552295291545,688.6953872374522
793.4151484489089,2018-06-24,189,572.4767681404071,545.0596737561684,519.525826109639,409.2479083731494,652.96122142113,720.1113156008892
723.1155459711208,2018-06-25,190,589.1721884342173,544.3259490287513,523.4676358309229,412.5922331329702,659.976653876129,721.0125847119587
212.01232488213117,2018-06-26,191,587.4353180519954,538.2611522984222,522.8813320339908,412.4690721996008,615.1802209767293,568.3125067630103
658.1736308260954,2018-06-27,192,594.7299676049607,541.0261336967526,523.7461740151368,415.3253949103258,619.4795619616659,595.2708439819357
507.53385710507865,2018-06-28,193,605.7244686514072,539.9085278642501,521.8540220631589,416.6413831844025,608.2849914760072,568.9497479188785
384.35694958293027,2018-06-29,194,610.6371671579307,539.912794089253,521.5112075501773,418.2660412742787,585.8921872866995,513.571908418094
686.0769645623456,2018-06-30,195,626.1510959284158,541.1656820121896,525.8583414846532,421.1190214414713,595.910665014264,565.3234252613695
557.1304411864436,2018-07-01,196,640.585713491209,545.0405310369669,529.9484715506513,422.5096573468197,592.032642631482,562.8655300388917
511.65690778940643,2018-07-02,197,650.5696235340104,533.4893138568287,534.8608532567578,424.033431591768,583.9950691472744,547.5029433640461
507.8815569670758,2018-07-03,198,646.5835448529756,530.3090513833043,536.8618392204992,425.7620278467479,576.3837179292545,535.616527444955
607.4087606773859,2018-07-04,199,647.7750022739731,530.5894939720537,539.9814833758337,428.18107685888293,579.4862222040676,557.1541974146842
723.4307631044885,2018-07-05,200,648.2652214860542,531.8535762106284,545.6000473730502,431.7969187117803,593.8806762941098,607.0371671216254
578.7517297633879,2018-07-06,201,646.494499062774,529.2731285760433,550.4147531202094,433.7486604411513,592.3677816410376,598.5515359141541
426.36017307371026,2018-07-07,202,643.1309753408125,527.5657256893222,553.3563019687921,434.28158233690056,575.7670207843049,546.8941270620209
343.3274645986642,2018-07-08,203,641.5589980996094,525.757538389476,551.8549707486288,435.1820587836262,552.5230651657408,485.82412832301384
353.63315257083246,2018-07-09,204,639.2636098308286,524.2363040648063,552.3842706118905,435.2146143304251,532.63407390625,446.1668355973594
650.0023998557809,2018-07-10,205,620.3846919683656,524.2857446200637,556.307954468113,436.8966429359138,544.3709065012031,507.3175048748858
273.41568466423917,2018-07-11,206,586.6921125548528,517.5999611279659,550.3043499994876,437.27879979920925,517.2753843175067,437.1469588116918
524.726009352774,2018-07-12,207,581.6483265353376,517.221398590505,545.0434149189598,438.4909991930146,518.0204468210334,463.42067397401644
482.912566966867,2018-07-13,208,564.4256222986253,513.5522851687876,544.4971362621188,439.64995847251106,514.5096588356167,469.2682418718716
514.0750093263742,2018-07-14,209,543.5477518848729,515.8632135978813,545.9729734250263,441.3067364106058,514.4661938846925,482.7102721082224
210.82181877026034,2018-07-15,210,525.4754743926027,509.8916474939515,544.0489364153937,438.48969058249713,484.1017563732493,401.1437361068338
368.79238829543624,2018-07-16,211,514.7645588225091,510.9816323358506,545.6013696698219,436.77398736224444,472.570819565468,391.4383317634145
419.2840668536338,2018-07-17,212,514.5239203802763,511.0537135199172,547.3088831073561,437.5319313271619,467.24214429428457,399.7920522904802
573.9264427288609,2018-07-18,213,519.7791347044453,516.9613971275429,548.0289614188048,439.3697267066833,477.91057413774223,452.0323694219944
267.34575740254184,2018-07-19,214,513.4233657395827,517.4770939975666,543.6941996782411,439.6210710243145,456.85409246422216,396.62638581615863
160.82945887944345,2018-07-20,215,506.34852170606626,518.3137978415799,538.4084430660679,438.450915769033,427.2516291057443,325.8873077351441
