val,date
,2019-11-13
,2019-11-14
,2019-11-15
,2019-11-16
,2019-11-17
7.715519230134375,2019-11-18
10.75549514594429,2019-11-19
10.248170265601187,2019-11-20
10.823095212294175,2019-11-21
12.18545863421371,2019-11-22
11.27855126876225,2019-11-23
11.561965105648852,2019-11-24
12.06813404329624,2019-11-25
11.287603248385482,2019-11-26
11.387393476081446,2019-11-27
10.69729781688416,2019-11-28
10.689097880893826,2019-11-29
10.818657915329345,2019-11-30
10.631450921024133,2019-12-01
10.438304829760693,2019-12-02
9.607850151431203,2019-12-03
11.18031974011692,2019-12-04
8.667360681900867,2019-12-05
8.547262293212105,2019-12-06
8.857562291473613,2019-12-07
9.098778336647221,2019-12-08
7.755489767276652,2019-12-09
9.500800579277431,2019-12-10
8.679270713099081,2019-12-11
9.302737073717694,2019-12-12
9.000598113753778,2019-12-13
9.272004807061991,2019-12-14
9.303290379702485,2019-12-15
10.113842967055419,2019-12-16
10.910333550403877,2019-12-17
11.139193606967403,2019-12-18
10.079217440027596,2019-12-19
8.340729116281597,2019-12-20
8.54689761646391,2019-12-21
9.821562925065646,2019-12-22
9.391233103299141,2019-12-23
9.441666140219256,2019-12-24
9.573793338431836,2019-12-25
9.675730149416651,2019-12-26
9.33315255441923,2019-12-27
10.285425083557435,2019-12-28
10.669683151793363,2019-12-29
10.184623878580508,2019-12-30
8.654821698839465,2019-12-31
8.848515872791499,2020-01-01
10.059945996256246,2020-01-02
9.729763109214543,2020-01-03
9.496773387352084,2020-01-04
10.182146975755083,2020-01-05
9.87545691542723,2020-01-06
10.289661422577042,2020-01-07
10.67319621764414,2020-01-08
10.745512704778196,2020-01-09
10.515254475410279,2020-01-10
10.7292030128681,2020-01-11
10.335908198069637,2020-01-12
10.176604389842126,2020-01-13
11.342533510593851,2020-01-14
10.63238665525702,2020-01-15
9.87395547238618,2020-01-16
11.419929265584784,2020-01-17
11.820507476455846,2020-01-18
10.99096403264986,2020-01-19
9.415761455220057,2020-01-20
9.688799101685108,2020-01-21
9.744670735156431,2020-01-22
9.686529840788136,2020-01-23
10.60282522052035,2020-01-24
9.835987061010547,2020-01-25
9.723697689800037,2020-01-26
9.93004615143371,2020-01-27
11.094002000914305,2020-01-28
10.714396778070627,2020-01-29
11.317774514950102,2020-01-30
11.163583771106813,2020-01-31
11.028027258930663,2020-02-01
11.415040922733985,2020-02-02
11.02075339642212,2020-02-03
10.89494574860258,2020-02-04
11.330198959296851,2020-02-05
11.667960411965305,2020-02-06
10.853993614721613,2020-02-07
10.986055705218202,2020-02-08
10.6492839714563,2020-02-09
11.261208708082071,2020-02-10
11.756207245851613,2020-02-11
12.450996253157566,2020-02-12
12.24630608710488,2020-02-13
12.219409739071875,2020-02-14
11.873050588467775,2020-02-15
12.487522305246733,2020-02-16
12.628039107475555,2020-02-17
11.723714658570618,2020-02-18
11.662431727128347,2020-02-19
11.712352152908066,2020-02-20
10.841186694111755,2020-02-21
10.326884701275214,2020-02-22
10.733566339121877,2020-02-23
11.049714575289542,2020-02-24
11.339449104310793,2020-02-25
12.44293394613027,2020-02-26
12.132046796610455,2020-02-27
11.900126031784346,2020-02-28
11.268701290506424,2020-02-29
11.529735229072347,2020-03-01
11.135886256348524,2020-03-02
10.878983591653206,2020-03-03
10.92129325326958,2020-03-04
10.95929282929134,2020-03-05
10.144688895681057,2020-03-06
10.820489244066124,2020-03-07
11.886136086507067,2020-03-08
12.24221995870115,2020-03-09
11.532437700010359,2020-03-10
11.653406132411387,2020-03-11
12.722570721512255,2020-03-12
12.643221809742858,2020-03-13
11.465481220916253,2020-03-14
11.880983032992233,2020-03-15
12.275373938209233,2020-03-16
11.145767847561457,2020-03-17
10.38841529364684,2020-03-18
10.363840101837036,2020-03-19
11.24935265116931,2020-03-20
10.798251845639474,2020-03-21
11.070593491769754,2020-03-22
10.409126114453489,2020-03-23
10.937230585353786,2020-03-24
10.484223241151,2020-03-25
7.130734756350535,2020-03-26
10.35646187825526,2020-03-27
11.081765150664637,2020-03-28
10.598689953127248,2020-03-29
10.633836011755983,2020-03-30
10.172751083376575,2020-03-31
9.938938902590897,2020-04-01
10.131934127956054,2020-04-02
10.571740976804536,2020-04-03
9.990851569624793,2020-04-04
9.785886757258613,2020-04-05
11.559301764214544,2020-04-06
11.526853023855793,2020-04-07
11.53826709139679,2020-04-08
10.623882866399226,2020-04-09
11.566064070848789,2020-04-10
10.584556590993946,2020-04-11
10.891589443323824,2020-04-12
11.294784989983556,2020-04-13
10.744335107625536,2020-04-14
10.683381922389485,2020-04-15
11.737669464749642,2020-04-16
10.774459775931025,2020-04-17
10.208295263928557,2020-04-18
10.119979808959613,2020-04-19
10.94824926386122,2020-04-20
10.299466669116269,2020-04-21
10.540062865793603,2020-04-22
10.951267977869856,2020-04-23
9.974430915764877,2020-04-24
9.645847729024762,2020-04-25
9.793838055144256,2020-04-26
10.648517907180485,2020-04-27
9.870565824813443,2020-04-28
11.217286834672382,2020-04-29
11.726685293485039,2020-04-30
11.028414453358538,2020-05-01
8.92480356216216,2020-05-02
11.281390509646164,2020-05-03
11.363374127136836,2020-05-04
9.42741702158116,2020-05-05
10.906174764309933,2020-05-06
11.211634448121679,2020-05-07
10.608013723750974,2020-05-08
10.92379912953716,2020-05-09
12.16312901357612,2020-05-10
11.179283324864974,2020-05-11
9.882332393329632,2020-05-12
10.30847985896238,2020-05-13
10.107695015690325,2020-05-14
10.033294527697675,2020-05-15
8.942584836134994,2020-05-16
9.466410965811649,2020-05-17
9.406684185268656,2020-05-18
