value,block_timestamp
0,1668124739
117286251058621419,1668124739
0,1668124739
0,1668124739
0,1668124739
0,1668124739
299550000000000000,1668124739
0,1668124739
0,1668124739
0,1668124739
0,1668124739
600000000000000000,1668124739
0,1668124739
5000000000000000000,1668124739
0,1668124739
1550000000000000000,1668124739
0,1668124739
500000000000000000,1668124739
0,1668124739
37000000000000000,1668124739
3500000000000000,1668124739
10158710000000000,1668124739
0,1668124739
0,1668124739
0,1668124751
52225,1668124751
0,1668124751
0,1668124751
0,1668124751
0,1668124751
15943056,1668124751
0,1668124751
58629,1668124751
15943056,1668124751
0,1668124751
0,1668124751
49112700000000000,1668124751
2086813,1668124751
100000000000000000,1668124751
2184850,1668124751
0,1668124751
302791857772015311,1668124751
4230000000000000000,1668124751
0,1668124751
0,1668124751
0,1668124751
81780000000000000,1668124751
365720000000000000,1668124751
0,1668124751
28800000000000000,1668124751
0,1668124751
0,1668124751
0,1668124751
503073838103018000,1668124751
384583265218978000,1668124751
55200340000000000,1668124751
0,1668124751
1020704650000000000,1668124751
11865082962422738,1668124751
0,1668124751
3850211376604575,1668124751
384852200000000000,1668124751
274014770000000000,1668124751
3850211376604575,1668124751
3850211376604575,1668124751
3850211376604575,1668124751
26456000000000000,1668124751
0,1668124751
0,1668124751
105036658447782352,1668124751
15943056,1668124751
2000000000000000000,1668124751
0,1668124751
1682018790000000000,1668124751
0,1668124751
145819750000000000,1668124751
810000000000000000,1668124751
0,1668124751
0,1668124751
398500000000000000,1668124751
0,1668124751
0,1668124751
37300000000000000,1668124751
30200000000000000,1668124751
74200000000000000,1668124751
900000000000000000,1668124751
0,1668124751
0,1668124751
0,1668124751
0,1668124751
0,1668124751
319300000000000000,1668124751
0,1668124751
80000000000000000,1668124751
179365624811448740,1668124751
0,1668124751
0,1668124751
0,1668124751
1000000000000000000,1668124751
49723307064343164,1668124751
0,1668124751
0,1668124751
0,1668124751
0,1668124751
0,1668124751
3003383752129698,1668124751
48056300000000000,1668124751
2000000000000000000,1668124751
84841190000000000,1668124751
115806530000000000,1668124751
0,1668124751
0,1668124751
0,1668124751
39030000000000000,1668124751
999622000000000000,1668124751
77796730000000000,1668124751
110254340000000000,1668124751
331000000000000000,1668124751
1000000000000000000,1668124751
0,1668124751
277261192069070600,1668124751
0,1668124751
0,1668124751
0,1668124751
0,1668124751
3000000000000000,1668124751
0,1668124751
1699709156807366000,1668124751
0,1668124751
0,1668124751
0,1668124751
0,1668124751
128215920000000000,1668124751
0,1668124751
2951128441264962162,1668124751
9400000000000000,1668124751
0,1668124751
9000000000000000,1668124751
0,1668124751
0,1668124751
47500000000000000,1668124751
40000000000000000,1668124751
0,1668124751
0,1668124751
110000000000000,1668124751
123000000000000000,1668124751
0,1668124751
0,1668124751
0,1668124751
0,1668124751
0,1668124751
0,1668124751
15885053044356013,1668124751
0,1668124751
196946714759809300,1668124751
0,1668124763
24069,1668124763
0,1668124763
500000000000000000,1668124763
15943057,1668124763
0,1668124763
3850211376604575,1668124763
3850211376604575,1668124763
3850211376604575,1668124763
3850211376604575,1668124763
3850211376604575,1668124763
0,1668124763
4238046333131982,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
37637,1668124763
1000000000000000,1668124763
36341281856136200,1668124763
0,1668124763
146990000000000000,1668124763
2540710000000000000,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
14619270000000000,1668124763
0,1668124763
6405,1668124763
5680501050002846000,1668124763
3854053917244717,1668124763
269816394922792360,1668124763
0,1668124763
15403399559392813,1668124763
179106910000000000,1668124763
15000000000000000,1668124763
53555950000000000,1668124763
143247744000000000,1668124763
0,1668124763
50000000000000000,1668124763
6000000000000000,1668124763
54789,1668124763
0,1668124763
0,1668124763
0,1668124763
40000000000000000,1668124763
0,1668124763
0,1668124763
200000000000000000,1668124763
0,1668124763
0,1668124763
0,1668124763
490000000000000000,1668124763
85000000000000000,1668124763
3080000000000000,1668124763
0,1668124763
17097570082244640,1668124763
0,1668124763
0,1668124763
100000000000000000,1668124763
0,1668124763
4641488002382320,1668124763
0,1668124763
161500000000000000,1668124763
0,1668124763
4500000000000000,1668124763
0,1668124763
24018828610000000,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
50000000000000000,1668124763
0,1668124763
0,1668124763
4238046333131982,1668124763
0,1668124763
3500000000000000,1668124763
71000000000000000,1668124763
0,1668124763
80000000000000000,1668124763
0,1668124763
39900000000000000,1668124763
21892791957244961,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
100000000000000,1668124763
50000000000000000,1668124763
0,1668124763
6800000000000000,1668124763
0,1668124763
85000000000000000,1668124763
0,1668124763
1754100837539721,1668124763
29500000000000000,1668124763
0,1668124763
1000000000000000,1668124763
0,1668124763
0,1668124763
100000000000000000,1668124763
0,1668124763
0,1668124763
186570170000000000,1668124763
0,1668124763
3028281496915704,1668124763
0,1668124763
50000000000000000,1668124763
0,1668124763
0,1668124763
10235671611108074240,1668124763
220000000000000000,1668124763
0,1668124763
0,1668124763
9537421655530155,1668124763
220000000000000000,1668124763
0,1668124763
67532720295338592,1668124763
4238046333131982,1668124763
11900000000000000,1668124763
0,1668124763
10000000000000000,1668124763
0,1668124763
6000000000000000,1668124763
4042721945439319,1668124763
50000000000000000,1668124763
0,1668124763
154204285402555700,1668124763
19713,1668124763
0,1668124763
2000000000000000,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
850000000000000000,1668124763
0,1668124763
3000000000000000,1668124763
32748131738601280,1668124763
230340440000000000,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
3839010000000000,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
50000000000000000,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
40000000000000000,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
32290733495307000,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
20000000000000000,1668124763
10604575485935396,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
0,1668124763
5000000000000000,1668124763
0,1668124763
66636754756373113,1668124763
397445868473696280,1668124775
34993974,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
50000000000000000,1668124775
0,1668124775
306900000000000000,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
2000000000000000000,1668124775
575000000000000000,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
182642910000000000,1668124775
170998832640000000000,1668124775
1001200000000000000,1668124775
0,1668124775
37800000000000000,1668124775
0,1668124775
2926645916284634,1668124775
0,1668124775
503703970604387070,1668124775
503092500000000000,1668124775
1999391000000000000,1668124775
1006561350000000000,1668124775
1932929658670162090,1668124775
503456950194637000,1668124775
503021315785338882,1668124775
9999009630000000000,1668124775
503349760000000000,1668124775
576602600000000000,1668124775
502972095393228530,1668124775
1411276149064237670,1668124775
502343270000000000,1668124775
85100000000000000,1668124775
0,1668124775
1999232000000000000,1668124775
0,1668124775
0,1668124775
75433140000000000,1668124775
9232000000000000,1668124775
0,1668124775
0,1668124775
835892000000000000,1668124775
0,1668124775
317202490000000000,1668124775
39953520000000000,1668124775
37693500000000000,1668124775
5051493711517530807,1668124775
590638000000000000,1668124775
0,1668124775
301232000000000000,1668124775
377475980000000000,1668124775
36613,1668124775
0,1668124775
150000000000000000,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
95000000000000000,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
154756978946761276,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
1000000000000000000,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
0,1668124775
13897798319013922,1668124775
41690000000000000,1668124775
60000000000000000,1668124775
0,1668124775
60000000000000000,1668124775
3500000000000000,1668124775
0,1668124775
0,1668124775
50000000000000000,1668124775
0,1668124775
0,1668124775
49400000000000000,1668124775
169248033502400870,1668124775
1534461653107558720,1668124775
0,1668124775
89000000000000000,1668124775
100000000000000000,1668124775
0,1668124775
0,1668124775
0,1668124775
8000000000000000,1668124775
19019167593382322,1668124775
8000000000000000,1668124775
977400000000000000,1668124775
0,1668124775
0,1668124775
0,1668124775
161296614925863528,1668124775
0,1668124775
0,1668124775
0,1668124775
799643000000000000,1668124775
0,1668124775
300709791747070,1668124775
0,1668124775
0,1668124775
0,1668124775
754512406266906,1668124775
0,1668124775
0,1668124775
54108406846728493,1668124775
16899,1668124787
15943059,1668124787
0,1668124787
3850211376604575,1668124787
0,1668124787
1530000000000000000,1668124787
19983,1668124787
0,1668124787
26000000000000000,1668124787
0,1668124787
800000000000000,1668124787
0,1668124787
30000000000000000,1668124787
0,1668124787
200000000000000000,1668124787
800000000000000000,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
6000000000000000000,1668124787
0,1668124787
0,1668124787
32000000000000000,1668124787
0,1668124787
0,1668124787
318963642404610092,1668124787
599893780000000000,1668124787
183900876348325000,1668124787
23000000000000000,1668124787
0,1668124787
0,1668124787
59232000000000000,1668124787
119768070000000000,1668124787
0,1668124787
0,1668124787
2999232000000000000,1668124787
100000000000000000,1668124787
4775053863411772,1668124787
0,1668124787
99638658616996000,1668124787
3992634593297645,1668124787
0,1668124787
0,1668124787
17673019134408256,1668124787
4000000000000000,1668124787
307630000000000000,1668124787
0,1668124787
8000000000000000,1668124787
0,1668124787
100000000000000000,1668124787
10000000000000000,1668124787
4000000000000000,1668124787
0,1668124787
0,1668124787
0,1668124787
1000000000000000000,1668124787
130000000000000000,1668124787
4635118949415088,1668124787
48000000000000000,1668124787
100000000000000000,1668124787
0,1668124787
299973620489609100,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
10000000000000000,1668124787
10000000000000000,1668124787
0,1668124787
0,1668124787
0,1668124787
9000000000000000,1668124787
29000000000000000,1668124787
32393095936621955,1668124787
0,1668124787
37950000000000000,1668124787
0,1668124787
299641950000000000,1668124787
0,1668124787
34212500000000000,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
120000000000000000,1668124787
0,1668124787
0,1668124787
0,1668124787
22340730396855000,1668124787
133296503432384976,1668124787
0,1668124787
5000000000000000,1668124787
423762124114397367,1668124787
0,1668124787
0,1668124787
167705898881183027,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
0,1668124787
42699798838843516,1668124787
0,1668124799
31952859999999995645,1668124799
0,1668124799
0,1668124799
0,1668124799
9625000000000000,1668124799
540000000000000000,1668124799
1570000000000000000,1668124799
0,1668124799
0,1668124799
0,1668124799
0,1668124799
0,1668124799
117209160589700148,1668124799
0,1668124799
0,1668124799
0,1668124799
12000000000000000,1668124799
1774500000000000,1668124799
8600000000000000,1668124799
0,1668124799
47890170451123610,1668124799
56974238147222845,1668124799
11552549669544610,1668124799
0,1668124799
500000000000000000,1668124799
13317,1668124799
13000000000000000,1668124799
233912800000000000,1668124799
0,1668124799
26115,1668124799
3500000000000000,1668124799
0,1668124799
0,1668124799
0,1668124799
