,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
979,2020-09-05,908.0,3068.0,15529.0,16667.0,652.0,13947.0,16090.0,78.0,9279.0,19397.0,17031.0,16850.0,16667.0,13947.0,652.0,15529.0,3068.0,16085.0,9279.0,78.0,11843.0,181.0,14882.0,1143.0,5.0,15822.0,5590.0,23.0,1614811952.0,260415364.82893723,0.994127011805,0.8644206455069999,284476519.3620445,247360119.5604879,286157116.7304553,0.0,0.0,0.914074373343,8.548113408135,31.439133749527894,7.4328185658159995,27.337187268043426,2.808634950996549e-05,0.28447662382079403,490.6597887600451,23.378619380192465,0.37670870675359897,3.5973062926771706e-05,0.000974240584923573,0.31882682351966196,0.37670870675359897,9.214739499999999e-05,999999632.80375,896886334.3008204,225172920.75564402,915419205.0345266,963365154.1979288,617403510.3719583,999999632.80375,999999632.80375,999999632.80375,304899313.99317366,866853321.699005,999999632.80375,91.5419541173,975281264.2507517,999996847.2014129,999999623.6187664,914074037.6978297,999921788.6020224,999999324.7778782,781228622.9490042,997840350.8166872,999999632.741324,999999631.7751211,999999623.6187664,999999319.777878,999996847.2014129,999921788.6020224,914074037.6978297,975281264.2507517,997840350.8166872,781228622.9490042,999998831.2164295,999983519.200518,999494914.2924967,840736423.4226886,942201670.1303986,499485097.0572709,990696939.4738096,684007888.1525775,799986174.5511785,960136534.670876,844779188.6063908,999999632.80375,869527050.1955634,1994.0,0.023078703704,2529.0,116984834.55450176,33279450.77229882,74357.70761626943,21153.029617730066,16376.0,4658.5891916893215,6.444752005531,0.09653489135361626,0.1323350307139282
980,2020-09-06,1315.0,3075.0,15636.0,16778.0,652.0,14035.0,16199.0,76.0,9352.0,19539.0,17145.0,16960.0,16778.0,14035.0,652.0,15636.0,3075.0,16194.0,9352.0,76.0,12032.0,187.0,15021.0,1176.0,6.0,15941.0,5789.0,25.0,1614811952.0,276816310.1742227,1.047069231157,0.910455354235,302446651.90258485,262985641.63772047,288850672.8139532,0.0,0.0,0.913806501986,7.587631774361,31.895040416731337,6.597653497364,27.73361059310649,2.9497504800236706e-05,0.30244676295990197,482.2351128257892,32.71153370231514,0.28447662382079403,2.8086349509965503e-05,0.00085835661039725,0.24041455631894398,0.28447662382079403,9.3239074e-05,999999632.80375,896330327.1313721,214980197.34907034,915256316.4014512,963355153.3579289,610165974.2487835,999999632.80375,999999632.80375,999999632.80375,295969246.4340048,867871710.1782253,999999632.80375,91.525665248,975077398.6745435,999996839.310716,999999623.6677662,913806166.4393383,999920796.1054912,999999325.6090984,782934255.1772372,997836276.2572144,999999632.7423234,999999631.754925,999999623.6677662,999999320.6090986,999996839.310716,999920796.1054912,913806166.4393383,975077398.6745435,997836276.2572144,782934255.1772372,999998864.2412707,999984715.633275,999530803.2975683,843019422.7271591,943114158.78684,538475637.092956,991197300.2779937,698203147.8282346,802367912.5206221,960077938.4191678,845532831.001989,999999632.80375,869527050.1955634,2654.0,0.030717592593,3473.0,131793379.34963828,39860480.9638445,57303.840219124686,17331.360979445708,10827.056488121078,3274.6081872162254,6.637429623384,0.09645130287367393,0.13264961409158912
981,2020-09-07,953.0,3069.0,15732.0,16890.0,650.0,14126.0,16306.0,75.0,9406.0,19667.0,17265.0,17075.0,16890.0,14126.0,650.0,15732.0,3069.0,16301.0,9406.0,75.0,12055.0,179.0,15098.0,1162.0,6.0,16040.0,5744.0,24.0,1614811953.0,271102773.97523326,1.029009008476,0.8947514963140001,296031208.71880645,257407238.20206344,287685730.91241336,0.0,0.0,0.913845138812,24.532461353923,30.792047421744986,21.331646588014,26.77452799561809,2.8552738304078552e-05,0.296031317420396,528.5998627720713,35.25971796042501,0.30244676295990197,2.9497504800236797e-05,0.0008562387700095879,0.255875594873843,0.30244676295990197,9.2917785e-05,999999632.80375,895611431.8674461,205895109.5148266,915790857.3241884,963554418.8382568,608909655.2747967,999999632.80375,999999632.80375,999999632.80375,293747820.20514214,868344932.2164714,999999632.80375,91.57911935989999,974854205.2910385,999996794.0392239,999999623.5080638,913844803.2514908,999920953.4734721,999999322.8911921,783040191.6750282,997829242.97342,999999632.7413955,999999631.7358854,999999623.5080638,999999317.891192,999996794.0392239,999920953.4734721,913844803.2514908,974854205.2910385,997829242.97342,783040191.6750282,999998845.0113245,999984222.7233635,999512067.5479325,841328321.4350214,942652962.6643193,540125334.5820049,990900478.2371581,696442323.2007438,803463087.1752318,960205864.5264126,846762866.550083,999999632.80375,869527050.1955634,1710.0,0.019791666667,2028.0,40762303.39781442,12066918.375944888,27329.88580976843,8090.502101214733,6182.26142788805,1830.142995134998,6.688276155405999,0.09639100260204453,0.13244823868694594
982,2020-09-08,893.0,3077.0,15810.0,16974.0,650.0,14190.0,16388.0,78.0,9449.0,19760.0,17347.0,17158.0,16974.0,14190.0,650.0,15810.0,3077.0,16383.0,9449.0,78.0,11963.0,176.0,15118.0,1132.0,5.0,16109.0,5609.0,21.0,1614811953.0,252829919.5997765,0.973667715582,0.84663072748,276087899.54325044,240065985.03586105,283554538.29373467,0.0,0.0,0.913038474994,14.586961718519001,28.14391931054781,12.683762451849999,24.471908125035487,2.7312093930317638e-05,0.276088000921729,512.7445092808848,24.296669492312635,0.296031317420396,2.85527383040786e-05,0.000839075650283187,0.250928763546932,0.296031317420396,9.3478824e-05,999999632.80375,895812567.8167725,206692062.03079867,915758449.3194034,963588818.8382567,608601159.520677,999999632.80375,999999632.80375,999999632.80375,291019313.3751667,868533393.2372812,999999632.80375,91.5758785583,974680757.2068158,999996782.3135939,999999623.584492,913038139.7299297,999920537.3730013,999999321.8699405,783776288.0283842,997828524.3246695,999999632.7428523,999999631.7387897,999999623.584492,999999316.8699406,999996782.3135939,999920537.3730013,913038139.7299297,974680757.2068158,997828524.3246695,783776288.0283842,999998804.6897119,999982285.4872668,999461397.7253402,839320500.0333588,940993850.3837377,511389663.6107147,990311456.4736909,682327205.252674,801869780.2559466,960049475.2739018,846132065.8951935,999999632.80375,869527050.1955634,1520.0,0.017592592593,1777.0,68554346.82701358,18927032.56996505,58265.53798700644,16086.415905461667,3112.4658032857733,859.3144615664128,6.7865202271800005,0.08054563395220543,0.1332412021847865
983,2020-09-09,1074.0,2977.0,15837.0,16999.0,648.0,14200.0,16418.0,77.0,9401.0,19788.0,17369.0,17181.0,16999.0,14200.0,648.0,15837.0,2977.0,16414.0,9401.0,77.0,12194.0,190.0,15226.0,1220.0,5.0,16159.0,5884.0,25.0,1614811953.0,293036710.3403664,1.101431637728,0.957724954619,319975840.1003171,278227750.5404629,290509033.0983109,0.0,0.0,0.91406256232,14.785840058415001,31.891933027461786,12.856692611586,27.73090863308897,3.129927326321788e-05,0.319975957594289,619.4170396072067,16.966630541135526,0.276088000921729,2.7312093930317604e-05,0.000819941859954792,0.235077245545911,0.276088000921729,9.4286095e-05,999999632.80375,895787597.4188645,243674335.48098564,915808526.8141304,963588713.1706883,609017263.1531531,999999632.80375,999999632.80375,999999632.80375,276130105.95737106,868417705.404443,999999632.80375,91.58088630959999,974485119.9531419,999996765.8441576,999999623.668308,914062226.6792986,999919731.2293823,999999324.3277888,785045195.8946115,997805453.6851505,999999632.7432275,999999631.7350101,999999623.668308,999999320.3277887,999996765.8441576,999919731.2293823,914062226.6792986,974485119.9531419,997805453.6851505,785045195.8946115,999998874.0223067,999985110.8938684,999539626.5698332,845288229.9717329,945252064.1983175,514620503.93413186,991414389.0038561,694947723.2983626,803598922.8379544,961447677.5932257,847437519.39954,999999632.80375,869527050.1955634,1722.0,0.019930555556000002,2056.0,67632250.1023289,21640693.99074914,44586.60448621619,14266.64146635485,7579.519109471834,2425.2638851574625,6.875338538901,0.0807997013830015,0.13051264677483615
984,2020-09-10,788.0,2981.0,15916.0,17076.0,649.0,14265.0,16495.0,78.0,9419.0,19887.0,17450.0,17261.0,17076.0,14265.0,649.0,15916.0,2981.0,16491.0,9419.0,78.0,12244.0,190.0,15305.0,1226.0,5.0,16239.0,5912.0,27.0,1614811953.0,295615399.4385826,1.109102571532,0.964395041511,322743510.8028756,280634315.9660529,290995187.5388606,0.0,0.0,0.9138841082670001,22.653414514269,31.688063281071553,19.697763932395002,27.553638308793158,3.122933346515171e-05,0.322743629313126,640.8291839733004,28.693953828461126,0.319975957594289,3.1299273263218e-05,0.0009088833086398529,0.271550259912582,0.319975957594289,9.5017512e-05,999999632.80375,896139238.2438643,242637234.32006443,915944956.272944,963932520.7650096,608604900.2420849,999999632.80375,999999632.80375,999999632.80375,273473647.98030937,868579313.2450496,999999632.80375,91.5945292605,974465857.2314692,999996771.1981233,999999623.4370476,913883772.6918931,999919102.709093,999999323.5231737,785394776.7483394,997788252.6993982,999999632.742757,999999631.723053,999999623.4370476,999999319.5231738,999996771.1981233,999919102.709093,913883772.6918931,974465857.2314692,997788252.6993982,785394776.7483394,999998882.48147,999985167.1532738,999537276.5685236,845098438.5020097,945386763.7765018,515380518.3180656,991455271.0461297,700421605.8683726,803501484.8446002,961579043.1808546,847528972.9318796,999999632.80375,869527050.1955634,1299.0,0.015034722222,1622.0,44143439.48784756,14247013.87067228,42391.389862748016,13681.55101593095,10155.693994871497,3277.685538098343,6.9359066294459994,0.0805533144989669,0.12934672503786954
985,2020-09-11,569.0,2969.0,15954.0,17112.0,645.0,14293.0,16534.0,79.0,9426.0,19925.0,17489.0,17301.0,17112.0,14293.0,645.0,15954.0,2969.0,16530.0,9426.0,79.0,12248.0,185.0,15337.0,1217.0,5.0,16277.0,5882.0,27.0,1614811953.0,293015276.7067485,1.101542734541,0.957821556338,320289931.7016249,278500861.78432447,290764871.5372576,0.0,0.0,0.914073811117,23.778293524994,31.03546413824409,20.675877019577,26.986185492803692,3.083560313083336e-05,0.32029004931093,734.1282536262659,2.949082422623517,0.322743629313126,3.1229333465151504e-05,0.00087849874002104,0.27348601032211395,0.322743629313126,9.544464e-05,999999632.80375,896904526.7501631,211131092.14610207,914843521.7926364,963364609.8302097,609915844.9345188,999999632.80375,999999632.80375,999999632.80375,265355818.03154317,869785426.7770462,999999632.80375,91.48438577200001,974363406.5770591,999996774.4399872,999999623.1688315,914073475.4728589,999918550.3701541,999999325.2270095,788428344.4909273,997777582.4782876,999999632.7428575,999999631.7322567,999999623.1688315,999999321.2270097,999996774.4399872,999918550.3701541,914073475.4728589,974363406.5770591,997777582.4782876,788428344.4909273,999998882.9122409,999984974.8496352,999529453.7323902,845278805.4961671,945323919.6583605,511750293.93369174,991335878.7935965,702429859.9094009,805626704.3924557,961725680.3939241,849523175.2491182,999999632.80375,869527050.1955634,946.0,0.010949074073999998,1185.0,42055147.13461771,13469845.149525125,58753.93244822,18818.299921051435,9394.530305867776,3008.974574919416,6.993228042798999,0.0804398813711667,0.1232976575311806
986,2020-09-12,629.0,2981.0,15984.0,17143.0,649.0,14313.0,16567.0,79.0,9447.0,19975.0,17524.0,17333.0,17143.0,14313.0,649.0,15984.0,2981.0,16563.0,9447.0,79.0,12322.0,192.0,15382.0,1232.0,5.0,16312.0,5978.0,28.0,1614811953.0,301031336.36620533,1.125635795385,0.978771132156,329232535.3601292,286276700.41983044,292485843.7427762,0.0,0.0,0.9140937564589999,45.138932733048,31.71432850721881,39.249537440626,27.576476641793853,3.1544826629355584e-05,0.32923265625312603,742.6649826842183,20.345548182858263,0.32029004931093,3.08356031308334e-05,0.000856466956663164,0.270937711693016,0.32029004931093,9.608421899999999e-05,999999632.80375,896888871.3765604,203734310.53896856,914342276.3468568,963394516.9502095,604813426.1085957,999999632.80375,999999632.80375,999999632.80375,261574121.73694643,869504491.8362076,999999632.80375,91.434261209,974319887.1677533,999996756.349183,999999623.0408477,914093420.8071985,999918085.8488021,999999325.8531563,787467920.9420185,997778421.945912,999999632.7426655,999999631.7086947,999999623.0408477,999999321.8531557,999996756.349183,999918085.8488021,914093420.8071985,974319887.1677533,997778421.945912,787467920.9420185,999998889.9954942,999985461.222474,999545451.3869418,846592910.7051159,945564386.9017761,514398409.65616596,991564172.8960317,705400658.2917135,804619163.5506095,961599665.7707498,848702893.0568373,999999632.80375,869527050.1955634,979.0,0.011331018519,1359.0,22153816.50066386,7293759.852657896,25054.1278243107,8248.637053703167,8477.869915061443,2791.191631504142,7.0226456674749995,0.07777074329019251,0.1209122803683274
987,2020-09-13,788.0,2977.0,16028.0,17199.0,653.0,14344.0,16614.0,77.0,9463.0,20047.0,17585.0,17393.0,17199.0,14344.0,653.0,16028.0,2977.0,16610.0,9463.0,77.0,12279.0,183.0,15394.0,1215.0,5.0,16354.0,5881.0,27.0,1614811953.0,291076363.61494774,1.09642749078,0.955127996515,318333649.3839389,277309154.792701,290337165.0756571,0.0,0.0,0.9144620313099999,15.767654719911,30.083127228370447,13.735635588332,26.20623550593959,3.083875398619574e-05,0.31833376627490395,696.3143095371521,7.186484096624604,0.32923265625312603,3.1544826629355496e-05,0.000852457198357005,0.278310874146894,0.32923265625312603,9.6498383e-05,999999632.80375,896574815.3993405,212515467.58352554,914374767.7825121,963472857.957928,598297449.3066305,999999632.80375,999999632.80375,999999632.80375,267269273.24627638,869268803.1629937,999999632.80375,91.4375103538,974271883.3605057,999996736.7439795,999999622.7980604,914461695.5229557,999917740.0716847,999999321.6488132,786218117.6550745,997776395.5121816,999999632.7426851,999999631.7072165,999999622.7980604,999999317.648813,999996736.7439795,999917740.0716847,914461695.5229557,974271883.3605057,997776395.5121816,786218117.6550745,999998870.6484821,999984595.3561952,999524373.5914835,843462668.1077224,945066557.2435095,536998680.3343003,991234324.9573252,706837431.9041815,804668643.8940272,961742654.1986251,848643572.2959932,999999632.80375,871127050.1955636,1604.0,0.018564814815,2207.0,63420949.44157766,20189029.696467686,62484.57165137824,19890.949027857336,7655.41384867533,2436.976722841876,7.158083815595,0.0770492120798104,0.12025028737373154
988,2020-09-14,583.0,2968.0,16030.0,17204.0,643.0,14338.0,16618.0,76.0,9447.0,20057.0,17586.0,17397.0,17204.0,14338.0,643.0,16030.0,2968.0,16614.0,9447.0,76.0,12246.0,182.0,15387.0,1199.0,5.0,16355.0,5851.0,28.0,1614811953.0,287387903.6786103,1.085675704104,0.945761820865,314265803.56656814,273765542.9639636,289465631.75233185,0.0,0.0,0.9142769209649999,15.696884436652999,29.212306593393176,13.673985657599001,25.44763981638892,2.947333527915047e-05,0.314265918963835,605.1566205190443,-4.534243796876639,0.31833376627490395,3.08387539861956e-05,0.000870616908624491,0.269327163108928,0.31833376627490395,9.6863277e-05,999999632.80375,896868830.4448847,214947008.8618251,914473655.387628,963591086.2694896,598477729.1948515,999999632.80375,999999632.80375,999999632.80375,266884356.55080718,868658013.3992417,999999632.80375,91.4473991179,974257446.3770995,999996724.2805699,999999622.9368104,914276585.2461199,999917314.9531013,999999321.3263782,786546642.4317818,997771728.6590734,999999632.7420672,999999631.7268738,999999622.9368104,999999317.3263783,999996724.2805699,999917314.9531013,914276585.2461199,974257446.3770995,997771728.6590734,786546642.4317818,999998860.2897588,999984362.7929219,999516059.4078888,844331584.6282825,944801604.4482257,539478254.7183648,991172295.4263052,710665876.5959271,805837914.8760349,961896435.4695352,849835493.3447931,999999632.80375,871127050.1955636,1030.0,0.011921296296,1357.0,63706886.34673718,20020903.182081953,64348.978887194644,20222.69098436863,9306.548277279317,2924.73094674048,7.241972179504,0.07699013086090861,0.1187580864937652
989,2020-09-15,674.0,2976.0,16056.0,17234.0,644.0,14358.0,16646.0,77.0,9468.0,20093.0,17615.0,17426.0,17234.0,14358.0,644.0,16056.0,2976.0,16642.0,9468.0,77.0,12019.0,172.0,15327.0,1114.0,5.0,16363.0,5532.0,23.0,1614811953.0,251643672.99778312,0.979975874903,0.853683806636,275137436.97529685,239679751.88016424,280759398.2889243,0.0,0.0,0.914453272237,18.068767250849,25.20863181118406,15.740197695644,21.959929132746442,2.552442829210474e-05,0.275137538004769,553.2053982444149,-30.91977156834557,0.314265918963835,2.9473335279150604e-05,0.000836256199117863,0.26518168562731603,0.314265918963835,9.7486623e-05,999999632.80375,897409753.2442127,215018650.6980747,914610470.1766336,964113376.4584705,599030930.1283408,999999632.80375,999999632.80375,999999632.80375,270465888.6853809,868821457.5524453,999999632.80375,91.4610806018,974203274.4560065,999996723.6811553,999999622.9443604,914452936.452944,999916804.5268097,999999321.2503692,787846075.3784772,997770677.0579628,999999632.741595,999999631.7224321,999999622.9443604,999999317.2503691,999996723.6811553,999916804.5268097,914452936.452944,974203274.4560065,997770677.0579628,787846075.3784772,999998795.0176125,999981397.3460327,999431013.1389198,840727541.3483433,941734548.2372874,539537994.7414908,990024223.8597951,695712171.7341006,805748472.4054253,961784494.6298417,849637363.3029006,999999632.80375,871127050.1955636,1258.0,0.014560185185,1690.0,55344098.40586996,15227238.978484722,49038.77517704092,13492.407868980417,11042.114774005835,3038.1002732860525,7.3216142440439995,0.07664897324633674,0.11535410825372612
990,2020-09-16,856.0,2979.0,16207.0,17451.0,641.0,14428.0,16850.0,78.0,9482.0,20311.0,17832.0,17643.0,17451.0,14428.0,641.0,16207.0,2979.0,16846.0,9482.0,78.0,12029.0,169.0,15424.0,1101.0,5.0,16538.0,5485.0,23.0,1614811954.0,245706218.3920339,1.048377434204,0.913296486545,268654099.05554605,234038655.12379754,256257040.91917053,0.0,0.0,0.914162174816,13.758601048724,24.193926888074703,11.985837912574,21.076596750075137,2.449364937534637e-05,0.26865419770436,530.8855692791442,-43.703715066394366,0.275137538004769,2.55244282921048e-05,0.0007560040436446019,0.232632797948808,0.275137538004769,0.00010178054,999999632.80375,897320388.1430514,328222329.39136213,914581720.6341246,964085856.4584701,594464241.3480691,999999632.80375,999999632.80375,999999632.80375,375794986.0084896,869017293.9699886,999999632.80375,91.45820564649999,974135482.5752981,999996499.0406126,999999622.9238049,914161839.1387688,999913092.3827808,999999314.6149819,786923821.3889207,997745777.5111645,999999632.7432041,999999631.7196784,999999622.9238049,999999310.6149815,999996499.0406126,999913092.3827808,914161839.1387688,974135482.5752981,997745777.5111645,786923821.3889207,999998724.9682292,999979793.0906519,999410617.4944241,839219082.2119049,941213034.6917413,530045088.86177975,989793495.0453953,692594984.7807703,804732538.2412246,962076713.1513302,850264899.8739885,999999632.80375,871152050.1955634,1130.0,0.013078703704,1757.0,72681781.32808682,19526265.650420893,72165.30318965268,19387.511630508034,9434.6,2534.6448936615548,7.4454131523500005,0.07665548890214581,0.10943906507133726
991,2020-09-17,510.0,3001.0,16254.0,17504.0,653.0,14467.0,16901.0,77.0,9518.0,20363.0,17886.0,17696.0,17504.0,14467.0,653.0,16254.0,3001.0,16897.0,9518.0,77.0,11990.0,167.0,15436.0,1096.0,5.0,16575.0,5418.0,22.0,1614811954.0,235987941.71104634,1.014437509703,0.883729640875,257928151.44015232,224694720.4372991,254257309.07332912,0.0,0.0,0.913590462618,18.656898898348,23.00735797491538,16.253001693629,20.0429144291138,2.358461427775357e-05,0.257928246150437,452.5457488768667,-50.952147819838544,0.26865419770436,2.4493649375346302e-05,0.000735389989265013,0.22781143130948603,0.26865419770436,0.000102238287,999999632.80375,896430081.4908234,326180015.3009439,914936402.7908989,964427535.9387474,586412455.9062072,999999632.80375,999999632.80375,999999632.80375,346595667.7749055,867929504.4379508,999999632.80375,91.4936738752,974101834.94368,999996484.248653,999999622.9607648,913590127.1513349,999912960.4199333,999999314.0345918,783971608.2345357,997747004.2389255,999999632.7431854,999999631.7165263,999999622.9607648,999999310.0345918,999996484.248653,999912960.4199333,913590127.1513349,974101834.94368,997747004.2389255,783971608.2345357,999998676.968006,999978600.5059279,999381584.9493291,835893037.6721106,940185699.8597671,533344784.7877234,989421046.0428213,688923305.8209321,802151302.3574451,961746342.7122675,847748789.5164034,999999632.80375,871152050.1955634,715.0,0.008275462963,883.0,53599456.06460279,13824813.6973604,75947.66565775938,19589.048202325655,15062.309,3884.9949433459433,7.511200765033999,0.07672080627480543,0.10726242505736897
992,2020-09-18,695.0,2992.0,16324.0,17576.0,648.0,14513.0,16974.0,78.0,9544.0,20443.0,17958.0,17769.0,17576.0,14513.0,648.0,16324.0,2992.0,16970.0,9544.0,78.0,11869.0,156.0,15446.0,1037.0,5.0,16626.0,5227.0,22.0,1614811954.0,220659236.92141804,0.9605552948459999,0.8367900005650001,241014010.16912377,209959920.87887385,250911125.53572443,0.0,0.0,0.9133697898950001,26.581955278196002,21.427560777749022,23.156932757143,18.666669885150952,2.207066008499213e-05,0.24101409866859697,359.29415200945346,-51.539816692791916,0.257928246150437,2.35846142777535e-05,0.000662295087393639,0.217843056667245,0.257928246150437,0.00010346946400000001,999999632.80375,897020966.0108753,207725450.1033128,915544933.4307717,964358599.4332545,579342671.9933643,999999632.80375,999999632.80375,999999632.80375,346025859.198292,867638701.1820263,999999632.80375,91.5545269616,973965400.365371,999996471.0052601,999999622.9482412,913369454.5088041,999911843.9470344,999999314.0330247,784150403.7683634,997737329.4019728,999999632.7430327,999999631.719507,999999622.9482412,999999310.0330247,999996471.0052601,999911843.9470344,913369454.5088041,973965400.365371,997737329.4019728,784150403.7683634,999998593.8394775,999976440.89494,999316566.2756946,831580178.2841817,937893392.9679954,524317475.35514235,988588832.038524,686045764.5956471,801956260.4896636,961943176.9464668,848451840.0186522,999999632.80375,871152028.1955636,902.0,0.010439814815,1113.0,37619491.205148056,9066827.765179968,50801.081410036924,12243.776847430066,9985.8113,2406.721309944191,7.563123832323001,0.0762561000860257,0.10740900623751078
993,2020-09-19,808.0,2982.0,16371.0,17634.0,629.0,14532.0,17028.0,74.0,9547.0,20502.0,18017.0,17826.0,17634.0,14532.0,629.0,16371.0,2982.0,17024.0,9547.0,74.0,11874.0,149.0,15479.0,1024.0,5.0,16674.0,5204.0,20.0,1614811954.0,219670489.0587707,0.956002872929,0.8328241475229999,239923950.15251392,209010312.5358566,250965720.863848,0.0,0.0,0.912608398353,17.530078592757,21.075445483607982,15.271369128097,18.3599238198653,2.1665957608773805e-05,0.239924038251721,325.8397529094875,-46.50411998781853,0.24101409866859697,2.20706600849921e-05,0.000630495060398404,0.203814043988363,0.24101409866859697,0.00010474988799999999,999999632.80375,896806293.0594903,212594973.13023162,915583493.2567245,964507111.8282264,577941069.7984911,999999632.80375,999999632.80375,999999632.80375,346959365.2524831,865182778.3514158,999999632.80375,91.55838294559999,973949509.0470463,999996442.7133844,999999623.0214155,912608063.2462014,999910394.6773059,999999311.5902168,786959676.6590589,997726697.7201004,999999632.7426155,999999631.7099309,999999623.0214155,999999307.5902171,999996442.7133844,999910394.6773059,912608063.2462014,973949509.0470463,997726697.7201004,786959676.6590589,999998577.1790432,999976028.0965015,999311003.6238312,832361371.0865872,937863655.5939481,535913547.0782598,988506357.1075304,688374963.5494905,806909504.3444147,962253160.0020227,851916201.844869,999999632.80375,871152028.1955636,1163.0,0.013460648148,1462.0,57044788.90453748,13686416.1151936,48263.3585664986,11579.53988686514,7987.625698844016,1916.4234137098813,7.616125717151,0.07559489810515951,0.10640568064818966
994,2020-09-20,695.0,2977.0,16417.0,17683.0,626.0,14548.0,17076.0,74.0,9554.0,20558.0,18069.0,17877.0,17683.0,14548.0,626.0,16417.0,2977.0,17072.0,9554.0,74.0,11816.0,146.0,15487.0,1007.0,5.0,16712.0,5088.0,19.0,1614811954.0,212309274.34110895,0.927617377595,0.808096056611,231686683.17746043,201834398.06878173,249765354.52390873,0.0,0.0,0.912486611977,27.488115309162,20.251285714397756,23.946336195854002,17.6419551017252,2.121437060722117e-05,0.231686768251973,324.13322713158607,-45.80134361798597,0.239924038251721,2.1665957608773802e-05,0.0006227804661809009,0.202818418595093,0.239924038251721,0.000106444719,999999632.80375,897548178.3020799,204285744.96470913,916363398.4924427,964415233.6949211,578543147.3093221,999999632.80375,999999632.80375,999999632.80375,346073490.49390656,865891894.4231169,999999632.80375,91.63637349780001,973916189.7041597,999996437.1858737,999999622.9125574,912486276.9149314,999908978.0555779,999999309.8493565,786042849.0475453,997720112.4571149,999999632.7429758,999999631.7083912,999999622.9125574,999999305.8493564,999996437.1858737,999908978.0555779,912486276.9149314,973916189.7041597,997720112.4571149,786042849.0475453,999998536.051206,999974703.1616426,999277092.7489002,831058510.7228756,937157760.1309148,535851799.8400257,987989725.9367512,680609043.9687823,806546626.7153411,962362645.3846705,851660363.4463351,999999632.80375,871152028.1955636,1088.0,0.012592592593000001,1372.0,36379345.09356701,8428612.895851813,39256.51075998843,9095.214110830526,8360.032219999126,1936.9088475339654,7.661888337658,0.07566756871902794,0.10631755426301874
